Nombre,Institucion.Evento,Ciudad,Lugar,Formato,Fecha,anio,Tipo,Cantidad,Rol,Links
Visualization,UNAB. Licenciatura en Ciencia de Datos,,Argentina,Online,Agosto-Diciembre,2021,Course,30,Teacher,
Webinar: “La Ciencia de Datos al servicio del sector agropecuario“.,Universidad Autral.,,Latin America,Online,18/03/2021,2021,Invited Talk,80,Speaker,
What they forgot to teach you about teaching R..,RStudioConf 2021,,Global,Online,25 y 26 de Enero 2021,2021,Course,60,Teacher Assistant,
Presentación REC 028- Red de Modelado de Agroecosistemas.,Seminario REC 029. ,,Argentina,Online,29/04/2021,2021,Invited Talk,35,Speaker,
10 reglas para organizar un Club de Lectura (Online) exitoso,LatinR 2022,,Latin America,Online,14/10/2022,2022,Lightning talk,900,Speaker,
14vo Congreso Argentino de AgroInformática. ,INTA-SADIO.,,Latin America,Online,,2022,Conference,250,Organizer,
5 LatinR <- Conferencia Latinoamericana de R en Investigación y Desarrollo,R-Ladies- RConsortium- RFoundation,,Latin America,Online,,2022,Conference,900,Chair,
Agricultura inteligente,Diplomatura en AgroAnalytics. Universidad Austral de Rosario,Rosario,Latin America,Online,15/10/2022,2022,Course,40,Teacher,
Appsilon Shiny Conference,AppSilon,,Global,Online,27-29 April 2022,2022,Conference,350,Organizer,
Building inclusive communities. The Latin American Experience. (Panel),AsiaR,,Asia,Online,19/02/2022,2022,Panel,30,Speaker,
Champions Program,rOpenSci Co-working Sessions,,Global,Online,1/11/2022,2022,Lightning talk,15,Organizer,
"Club de Lectura ""Enseñando Tecnología en Comunidad"". Arquitectura cognitiva. Aprendizaje Individual",MetaDocencia,,Latin America,Online,29/03/2022,2022,Book Club,30,Organizer,
"Club de Lectura ""Enseñando Tecnología en Comunidad"". Conocimiento de la pedagogía del contenido. Enseñar como un arte performativo",MetaDocencia,,Latin America,Online,05/04/2022,2022,Book Club,30,Organizer,
"Club de Lectura ""Enseñando Tecnología en Comunidad"". Construyendo una comunidad de práctica. Difusión y vinculación. Reuniones reuniones reuniones",MetaDocencia,,Latin America,Online,26/04/2022,2022,Book Club,30,Organizer,
"Club de Lectura ""Enseñando Tecnología en Comunidad"". En el salón de clase. Enseñar en línea",MetaDocencia,,Latin America,Online,19/04/2022,2022,Book Club,30,Organizer,
"Club de Lectura ""Enseñando Tecnología en Comunidad"". Las Reglas. Introducción. ¿Por qué enseño?",MetaDocencia,,Latin America,Online,03/05/2022,2022,Book Club,30,Organizer,
"Club de Lectura ""Enseñando Tecnología en Comunidad"". Modelos mentales y evaluación formativa. Tipos de Ejercicios",MetaDocencia,,Latin America,Online,15/03/2022,2022,Book Club,30,Organizer,
"Club de Lectura ""Enseñando Tecnología en Comunidad"". Pericia y memoria. Ejemplos de mapas conceptuales",MetaDocencia,,Latin America,Online,22/03/2022,2022,Book Club,30,Organizer,
"Club de Lectura ""Enseñando Tecnología en Comunidad"". Un proceso para diseñar lecciones. Motivación y desmotivación",MetaDocencia,,Latin America,Online,12/04/2022,2022,Book Club,30,Organizer,
Collaborative translations,CarpentryCon 2022,,Global,Online,09/08/2022,2022,Panel,32,Speaker,
Como Carpentries me ayudó a diseñar una lección online para 300 estudiantes | How The Carpentries helped me design an online lesson for 300 students,CarpentryCon 2022,,Global,Online,31/07/2022,2022,Lightning talk,67,Speaker,
Cómo ganarse la vida enseñando R,LatinR 2022,,Latin America,Online,14/10/2022,2022,Regular Talk,900,Speaker,
Comunidades de práctica. Desarrollando capacidades en ciencia de datos en América Latina,Women in Data Science La Plata 2022,La Plata,Argentina,Online,10/06/2022,2022,Keynote,100,Speaker,
Creando y usando tutoriales interactivos con {learnr},SER - International Seminar on Statistics with R,,Brasil,Online,25/05/2022,2022,Keynote,200,Speaker,
Creating fulfilling volunteer opportunities in open source software communities,CSCCE Community Call,,Global,Online,16/11/2022,2022,Panel,40,Speaker,
Creating interactive tutorials using {learnr} and {gradethis},The R User Group at the Harvard Data Science Initiative,,USA,Online,19/05/2022,2022,Invited Talk,25,Speaker,
Data Science: aprendiendo a agregar valor a los datos,Diplomatura en AgroAnalytics.,,Latin America,Online,20/10/2022,2022,Course,25,Teacher,
Datos Masivos en el sector Agropecuario,Diploma en nuevas tecnologías en el agro,Montevideo,Uruguay,Online,11 y 11 de Junio de 2022,2022,Course,12,Teacher,
Datos Masivos en Politicas Publicas,Diplomatura en Ciencia de Datos aplicadas a politicas públicas,Buenos Aires,Argentina,Online,,2022,Course,25,Teacher,
Datos y digitalización del sector agropecuario.,DataLatam,,Latin America,Online,20/02/2022,2022,Podcast,1000,Speaker,
Desde hojas de cálculo a R,Software Sustenaibility Institute,,Global,Online,17/05/2022,2022,Course,30,Teacher,
From Excel to R,R-Ladies Gaborone,,Botsuana,Online,13/08/2022,2022,Invited Talk,50,Speaker,
Gaps & Opportunities for Inclusive Multilingual Data Science. (Panel),The Turing Way /The Turing Institute,,Global,Online,11/02/2022,2022,Panel,60,Speaker,
Generando Tutoriales interactivos usando {learnr} y {gradethis},R-Ladies Buenos Aires y MetaDocencia,,Argentina,Online,11/05/2022,2022,Course,8,Teacher,
Generando Tutoriales interactivos usando {learnr} y {gradethis},R-Ladies Santa Rosa-R-Ladies Resistencia-Corrientes y MetaDocencia,,Argentina,Online,23/04/2022,2022,Course,8,Teacher,
Geotecnologías BigData Aprendizaje automático y emergencias agropecuarias,Seminario de Aplicación al Ambito público - Maestría en Ciencia de Datos - Univ. de San Andrés,,Argentina,Online,06/07/2022,2022,Invited Talk,23,Speaker,
Gestión de Datos,UNAB. Licenciatura en Ciencia de Datos,,Argentina,Online,Agosto-Diciembre,2022,Course,30,Teacher,
I’ve got a little black Notebook with my code in | Tengo una pequeña notebook negra con mi código en ella,Notebook Now! ,,Global,Hybrid,03/11/2022,2022,Keynote,50,Speaker,
Instructor trainer (how to teach computing skill to scientists),The Carpentries,,Latin America,Online,10-12-17-19 y 26/05/2022,2022,Course,18,Teacher,
Internal R packages for Open Science in Agrometeorology,FOSDEM'22,,Global,Online,05/02/2022,2022,Regular Talk,30,Speaker,
Intro al sensoramiento Remoto utilizando R aplicado al agro,Bolsa de Cereales de Buenos Aires. Universidad de Maryland,,Argentina,Online,12/09/2022,2022,Course,45,Teacher,
Intro to {learnr} R package,R-Ladies,,Southafrica,Online,29/03/2022,2022,Course,27,Teacher,
Introducción a la programación con R,Bolsa de Cereales de Buenos Aires,Buenos Aires,Argentina,Online,5-12-19-26/04 y 03-10/05/2022,2022,Course,18,Teacher,
Introducción al análisis de datos con lenguaje R.,Bolsa de Cereales de Bahía Blanca,Bahia Blanca,Argentina,Online,Mayo-Junio 2022,2022,Course,21,Teacher,
Lo que todo el mundo en Ciencia de Datos debe saber sobre enseñar y aprender,Women In Data Science 2022 – Buenos Aires /FIUBA,,Argentina,Online,12/05/2022,2022,Invited Talk,80,Speaker,
Logrando el cambio que queremos de a una conferencia a la vez | Achieving the change we want one conference at a time,CarpentryCon 2022,,Global,Online,01/08/2022,2022,Keynote,100,Speaker,
Mentoring & training program for Scientific Open Source Champions,rOpenSci Community Calls,,Global,Online,24/10/2022,2022,Community Call,30,Speaker,
Panel de GitHub Stars de habla hispana,Octogatos 2022,,Global,Online,15/09/2022,2022,Panel,1000,Speaker,
rOpenSci: infraestructura para una ciencia abierta en Agrometeorología,Reunión Argentina de Agrometerología 2022 ,,Latin America,Online,30/09/2022,2022,Keynote,500,Speaker,
rOpenSci. Bringing the best parts of academic peer-review to research software,Notebook Now! ,,Global,Hybrid,04/11/2022,2022,Invited Talk,50,Speaker,
rOpenSci. Ciencia abierta reproducible,Seminarios INTA-PAE,,Argentina,Online,02/12/2022,2022,Invited Talk,23,Speaker,
rOpenSci. Open Source Software Community,Abuja RUG Meetup,,Africa,Online,18/10/2022,2022,Invited Talk,34,Speaker,
rOpenSci.Convertite en una campeona del desarrollo de paquetes de R,RenBaires Meetup,,Latin America,Online,09/08/2022,2022,Invited Talk,25,Speaker,
Sistema de consulta de datos e información agrometeorológica y agroclimática para la provincia de La Pampa,LatinR 2022,,Latin America,Online,13/10/2022,2022,Regular Talk,900,Speaker,
Teaching with R,rOpenSci Co-working Sessions,,Global,Online,septiembre 2022,2022,Lightning talk,15,Organizer,
Towards More Equitable Open Science Events: Assessing Tools Techniques and Frameworks for Inclusion/Exclusions,Event Fund Seminar Series for grantees and CS&S affiliates,,Global,Online,09/08/2022,2022,Invited Talk,23,Speaker,https://yabellini.netlify.app/talk/2022_css/
Un palenque pa ́l granizo: una arquitectura flexible para manejo de grandes volúmenes de datos para el agro. ,AGRANDA 2022,,Latin America,Online,25/10/2022,2022,Keynote,100,Speaker,
useR! 2022. The R Global Conference.,RFoundation/( Vanderbilt University),,Global,Online,julio 2022,2022,Conference,1500,Organizer,
Visualización ,Diplomatura en Ciencia de Datos aplicadas a politicas públicas,,Argentina,Online,,2022,Course,25,Teacher,
Visualization,UNAB. Licenciatura en Ciencia de Datos,,Argentina,Online,Marzo-Julio,2022,Course,30,Teacher,
What Everyone In Data Science Should Know About Teaching And Learning,16th Brazilian Meeting of Bayesian Statistics and VI Latin American Conference on Statistical Computing,,Brasil,Online,16/03/2022,2022,Keynote,100,Speaker,
rOpenSci. Ciencia abierta reproducible,INTA,,Argentina,Online,02/12/2022,2022,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/ropensci_pae_inta_2022/
Diplomatura en AgroAnalytics. Agricultura inteligente,,,Argentina,Online,15/10/2022,2022,Course,65,Teacher,https://yabellini.netlify.app/talk/austral_agroanalitycs_2022/
Community Call: mentoring & training program for scientific open source champions,rOpenSci,,Global,Online,24/10/2022,2022,Community Call,50,Speaker,
Champions Program application clinic - coworking session,rOpenSci,,Global,Online,01/11/2022,2022,Coworking,20,Speaker,
"Dinosaurs, Pirates, Spaceships",Embedded podcast,,USA,Online,30/11/2023,2023,Podcast,1000,Speaker,https://yabellini.netlify.app/talk/2023_embedded_podcast/
rOpenSci. Ciencia abierta con R,R Day Colombia,,Colombia,Hybrid,23/11/2023,2023,Keynote,150,Speaker,https://yabellini.netlify.app/talk/2023_rday_colombia/
Celebración del 25 Aniversario,The Carpentries 25 aniversario,,Latin America,Online,30/10/2023,2023,Panel,100,Speaker,https://yabellini.netlify.app/talk/2023-10-30-thecarpentries25/
Charla Sponsor: R Consortium,LatinR 2023,Montevideo,Uruguay,In person,20/10/2023,2023,Sponsor Talk,300,Speaker,https://yabellini.netlify.app/talk/2023_latinr_rconsortium/
Análisis de colaboración en comunidades por medio de analisis de redes sociales,LatinR 2023,Montevideo,Uruguay,In person,19/10/2023,2023,Regular Talk,300,Speaker,
6 LatinR 2023 <- Conferencia Latinoamericana de R en Investigación y Desarrollo,LatinR 2023,Montevideo,Uruguay,In person,19/10/2023,2023,Conference,300,Chair,
rOpenSci. Ciencia Abierta Reproducible por y para todes,4to encuentro anual de R Ladies México ,Mexico,Latin America,Online,23/09/2023,2023,Invited Talk,70,Speaker,https://yabellini.netlify.app/talk/2023_r-ladiesmexico/
Organizing Community Calls using GitHub,CSCCE Open-Source Tools Trial Recap,,Global,Online,30/08/2023,2023,Invited Talk,80,Speaker,https://yabellini.netlify.app/talk/2023_github_cscce/
Campeonas del software libre para ciencia,R-Ladies Santa Rosa y Buenos Aires,,Argentina,Online,08/08/2023,2023,Invited Talk,15,Speaker,
Let’s Talk Community with Yanina Belline Saibene,Data Umbrella ,,Global,Online,04/08/2023,2023,Podcast,83,Speaker,https://yabellini.netlify.app/talk/2023_dataumbrella/
Building the rOpenSci Community of Practice,Tampa Bay Estuary Program,,USA,Online,02/08/2023,2023,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/2023_tbep/
Programming for Science,OLS-7,,Global,Online,10/05/2023,2023,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/2023_ols/
"Charla abierta con Thomas Dohmke, CEO de GitHub",Microsoft Argentina,Buenos Aires,Argentina,In person,08/05/2023,2023,Panel,400,Speaker,https://yabellini.netlify.app/talk/2023_github/
Tell me who you hang out with and I’ll tell you who you are: a collaborative analysis using social network analysis.,"CSV, Conf",Buenos Aires,Argentina,In person,20/04/2023,2023,Regular Talk,200,Speaker,https://yabellini.netlify.app/talk/2023_csv_conf/
rOpenSci. Reproducible Open Science for (and by) All,Toronto Workshop on Reproducibility / Hybrid (Global),Toronto,Global,Hybrid,23/02/2023,2023,Invited Talk,200,Speaker,
rOpenSci Champions Program. A mentoring & training program for Scientific Open Source Champions,EuroBioImaging,,Europe,Online,16/02/2023,2023,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/2023_eurobioimaging/
Multilingual Publishing,Bioconductor,,Global,Online,09/02/2023,2023,Invited Talk,25,Speaker,https://yabellini.netlify.app/talk/2023_bioconductor/
rOpenSci Mentoring & training program for Scientific Open Source Champions - Champions and mentors 1,rOpenSci,,Global,Online,27/01/2023,2023,Regular Talk,10,Speaker,https://yabellini.netlify.app/talk/2023_kickoff_meting_2/
rOpenSci Mentoring & training program for Scientific Open Source Champions - Champions and mentors 2,rOpenSci,,Global,Online,24/01/2023,2023,Regular Talk,10,Speaker,
rOpenSci Mentoring & training program for Scientific Open Source Champions - mentors 1,rOpenSci,,Global,Online,04/12/2023,2023,Regular Talk,2,Speaker,
rOpenSci Mentoring & training program for Scientific Open Source Champions - mentors 2,rOpenSci,,Global,Online,05/12/2023,2023,Regular Talk,5,Speaker,
rOpenSci Mentoring & training program for Scientific Open Source Champions - mentors 3,rOpenSci,,Global,Online,04/12/2023,2023,Regular Talk,4,Speaker,
Proyecto Multilingüe,rOpenSci,,Global,Online,23/11/2023,2023,Community Call,20,Organizer,
Multilingual Publishing,rOpenSci,,Global,Online,21/11/2023,2023,Community Call,20,Organizer,
R in Government,rOpenSci,,Global,Online,31/10/2023,2023,Community Call,60,Organizer,
Mentoring & training program for Scientific Open Source Champions,rOpenSci,,Global,Online,25/07/2023,2023,Community Call,30,Organizer,
A Journey through Arrow in R,rOpenSci,,Global,Online,28/06/2023,2023,Community Call,60,Organizer,
{targets} in Action,rOpenSci,,Global,Online,31/01/2023,2023,Community Call,90,Organizer,
Making a PACT for engaging virtual meetings and events,rOpenSci,,Global,Online,15/02/2023,2023,Course,10,Organizer,
Package development: the mechanics,rOpenSci,,Global,Online,14/03/2023,2023,Course,20,Teacher Assistant,
Package development: not rocket science,rOpenSci,,Global,Online,23/03/2023,2023,Course,20,Teacher Assistant,
How rOpenSci performs peer review (Mauro Lepore),rOpenSci,,Global,Online,04/04/2023,2023,Course,20,Organizer,
How to contribute to base R (Heather Turner),rOpenSci,,Global,Online,18/05/2023,2023,Course,20,Organizer,
Developing software together (Paola Corrales & Yanina Bellini Saibene),rOpenSci,,Global,Online,19/05/2023,2023,Course,20,Teacher,
Kickoff meeting for champions and mentors,rOpenSci,,Global,Online,24/01/2023,2023,Course,10,Organizer,
Cohort meeting - champions program 2022-2023,rOpenSci,,Global,Online,19/06/2023,2023,Course,10,Organizer,
Cohort meeting - champions program 2022-2023,rOpenSci,,Global,Online,27/06/2023,2023,Course,10,Organizer,
Kickoff meeting for champions and mentors,rOpenSci,,Global,Online,27/01/2023,2023,Course,10,Organizer,
Cohort meeting - champions program 2022-2023,rOpenSci,,Global,Online,23/08/2023,2023,Course,10,Organizer,
Cohort meeting - champions program 2022-2023,rOpenSci,,Global,Online,31/08/2023,2023,Course,10,Organizer,
Cohort meeting - champions program 2022-2023,rOpenSci,,Global,Online,24/11/2023,2023,Course,15,Organizer,
Spring Cleaning for R packages and Scripts,rOpenSci,,Global,Online,03/05/2023,2023,Coworking,10,Organizer,https://ropensci.org/events/coworking-2023-05/
Champions Program Application Clinic,rOpenSci,,Global,Online,23/08/2023,2023,Coworking,8,Organizer,https://ropensci.org/events/coworking-2023-08-23/
Champions Program Application Clinic,rOpenSci,,Global,Online,27/08/2023,2023,Coworking,5,Organizer,https://ropensci.org/events/coworking-2023-08-17/
Causal Inference,PositConf 2023,,Global,In person,19y20 Septiembre de 2023,2023,Course,60,Teacher Assistant,
Champions Program Kickoff Meeting - 1,rOpenSci Champions Program ,,Global,Online,29-01-2024,2024,Course,15,Teacher,
Champions Program Kickoff Meeting - 2,rOpenSci Champions Program ,,Global,Online,30-01-2024,2024,Course,5,Teacher,
Mentorship Training and Orientation,rOpenSci Champions Program ,,Global,Online,14-02-2024,2024,Course,20,Teacher,
Beautiful Code. Because we are worthy ,rOpenSci Champions Program ,,Global,Online,15/02/2024,2024,Course,15,Teacher Assistant,
Package Development - The Mechanics Session 1,rOpenSci Champions Program ,,Global,Online,22/02/2024,2024,Course,12,Teacher Assistant,
Package Development - The Mechanics Session 2,rOpenSci Champions Program ,,Global,Online,29/02/2024,2024,Course,15,Teacher Assistant,
Package Development - The Mechanics Session 3,rOpenSci Champions Program ,,Global,Online,07/03/2024,2024,Course,10,Teacher Assistant,
Package Development - Not Rocket Science ,rOpenSci Champions Program ,,Global,Online,10/03/2024,2024,Course,12,Teacher Assistant,
How to contribute to open projects and communities,rOpenSci Champions Program ,,Global,Online,03-04-2024,2024,Course,10,Teacher,
Reproducible Open Science by and for All,CZI Open Science 2024,Boston,USA,In person,14/06/2024,2024,Invited Talk,300,Speaker,https://yabellini.netlify.app/talk/2024_czi_boston/
Amplificando voces: minorías en la frontera de la IA en la comunidad R,VIII International Seminar on Statistics with R.,,Brasil,Hybrid,04/06/2024,2024,Invited Talk,300,Speaker,https://yabellini.netlify.app/talk/2024_ser_brasil/
Yani Bellini Saibene on better scientific coding communities,Sustain Podcast,,Global,Online,12/04/2024,2024,Podcast,2000,Speaker,https://yabellini.netlify.app/talk/2024_sustain_podcast/
rOpenSci and the Peer-Review of Research Software,BioPackhaton,,Japon,Online,11/12/2024,2024,Invited Talk,11,Speaker,https://yabellini.netlify.app/talk/2024_biopackhaton/
Using GitHub Copilot (and other LLM) with R,R-Ladies Rome ,Rome,Global,Online,10/12/2024,2024,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/2024_r-ladiesrome/
Usando Quarto Live para tutoriales interactivos,LatinR 2024,,Global,Online,22/11/2024,2024,Regular Talk,800,Speaker,https://yabellini.netlify.app/talk/2024_latinr_quartolive/
The stories behind your community numbers,CarpentryConnect,Heilderberg,Alemania,Hybrid,14/12/2024,2024,Keynote,200,Speaker,https://yabellini.netlify.app/talk/2024_carpentryconbiont/
Unlocking Insights from LatinR. Collaboration and Innovation in Data Science,RConsortium Webinars,,Global,Online,22/10/2024,2024,Invited Talk,200,Speaker,https://yabellini.netlify.app/talk/2024_rconsortium_latinr/
R-Ladies Global & Other #RStats Communities,Ghana R User Groups,,Global,Online,14/09/2024,2024,Invited Talk,50,Speaker,https://yabellini.netlify.app/talk/2024_r-ladies-ghana/
Role of community manager in rOpensci community,This is Tech Talks,,Global,Online,18/01/2025,2025,Podcast,2000,Speaker,https://yabellini.netlify.app/talk/2025_this_is_tech/
Educación abierta: materiales online al alcance de la mano,Innovation Day 2024 - Universidad Austral,Rosario,Argentina,Online,11/12/2024,2024,Lightning talk,200,Speaker,https://yabellini.netlify.app/talk/2024_austral_educacion/
Making a PACT for engaging virtual meetings and events,rOpenSci Champions Program ,,Global,Online,14/08/2024,2024,Course,20,Organizer,
Hermosas presentaciones con Quarto,Santa Rosa Meetup,Santa Rosa,Argentina,Online,16/03/2024,2024,Course,16,Teacher,https://yabellini.netlify.app/talk/2024_quarto_rladiessr/
Crossing the Language Barrier,Code for Thought,,Global,Online,12/03/2024,2024,Podcast,200,Speaker,https://yabellini.netlify.app/talk/2024_code_4_thought_podcast/
Fostering Diversity and Sustainability in the Open Source Scientific Software Community. The rOpenSci Champions Program,Open Research Devroom. FOSSDEM,,Global,Online,10/02/2024,2024,Regular Talk,50,Speaker,https://yabellini.netlify.app/talk/2024_devroom/
Research Software Camp: From spreadsheets to R,Software Sustainability Institute,,Global,Online,27/11/2024,2024,Course,30,Teacher,https://www.eventbrite.co.uk/e/research-software-camp-from-spreadsheets-to-r-tickets-1056738235509
"Concurso ""Contar con Datos""",Universidad de San Andres. Fundacion Sadosky.,Buenos Aires,Argentina,Hybrid,24/11/2024,2024,Contest,40,Jury,https://udesa.edu.ar/contarcondatos
Tradução + Hackathon = Traslaton rOpenSci,LatinR. rOpenSci,,Latin America,Online,18/11/2024,2024,Hackathon,20,Organizer,https://www.eventbrite.cl/e/traducao-hackathon-traslaton-ropensci-tickets-1045507530167
8 LatinR 2025 - Latinamerican Conference About the Use of R in R&D,LatinR 2025,,Latin America,Online,1-5/12/2025,2025,Conference,800,Chair,
7 LatinR Conference 2024,LatinR 2024,,Latin America,Online,18-22/11/2024,2024,Conference,800,Chair,
Workshop Introduccion a Github para Investigador(a|e)s,LatinR. GitHub Star,,Latin America,Online,18/11/2024,2024,Course,30,Teacher,https://www.eventbrite.cl/e/introduccion-a-github-para-investigadoraes-tickets-1045617188157?utm-campaign=social&utm-content=attendeeshare&utm-medium=discovery&utm-term=listing&utm-source=cp&aff=ebdsshcopyurl
A comunidade R fala português,rOpenSci Community Call,,Latin America,Online,6/11/2024,2024,Community Call,20,Organizer,https://ropensci.org/commcalls/translation-portuguese/
Navigating the R ecosystem using R-universe,rOpenSci Community Call,,Global,Online,24/09/2024,2024,Community Call,60,Organizer,https://ropensci.org/commcalls/nov2024-r-universe/
Nerdearla Argentina,Nerdearla Argentina Conferencia,,Global,Hybrid,30/09/2024,2024,Conference,1000,Organizer,
Nerdearla Mexico,Nerdearla Mexico Conferencia,,Global,Hybrid,30/09/2024,2024,Conference,1000,Organizer,
Screen Reader Accessible Tools and Resources for Learning and Working with R,Champions Program Event,,Global,Online,10/09/2024,2024,Community Call,70,Organizer,https://ropensci.org/events/rsr-learn-and-use/
"CSV,Conf,v8 2024",Conferencia ,,Global,In person,28/05/2024,2024,Conference,300,Organizer,
How rOpenSci performs peer-review,rOpenSci Champions Program ,,Global,Online,15/04/2024,2024,Course,20,Organizer,
Nerdearla Argentina 2025,Conferencia ,Buenos Aires,Argentina,Hybrid,23/09/2025,2025,Conference,2000,Organizer,
From Novice to Contributor: Making and Supporting First-Time Contributions to FOSS,rOpenSci,,Global,Online,20/01/2025,2025,Community Call,60,Organizer,https://ropensci.org/commcalls/first-time-contributor/
"Session Open Science, R Packages, and Research Software Development","CSIDNet, rOpenSci",,Thailand,In person,20/07/2025,2025,Coworking,25,Organizer,
Clinica de Aplicación para el Programa de Campeon(e|a)s de rOpenSci,rOpenSci,,Global,Online,15/04/2025,2025,Coworking,30,Organizer,https://ropensci.org/events/clinica-champions-2025-04/
"Mini-hackathons ""For first time contributors""",rOpenSci,,Global,Online,04/02/2025,2025,Hackathon,35,Organizer,
"Mini-hackathons ""For first time contributors""",rOpenSci,,Global,Online,04/03/2025,2025,Hackathon,35,Organizer,
Package Development - Encuentro 3,Champions Program Event,,Latin America,Online,30/09/2025,2025,Course,20,Organizer,
Package Development - Encuentro 2,Champions Program Event,,Latin America,Online,23/09/2025,2025,Course,20,Organizer,
Package Development - Encuentro 1,Champions Program Event,,Latin America,Online,16/09/2025,2025,Course,20,Organizer,
Code Style,Champions Program Event,,Latin America,Online,02/09/2025,2025,Course,20,Organizer,
Desarrollo de Software en Comunidad - Encuentro 2,Champions Program Event,,Latin America,Online,27/08/2025,2025,Course,20,Teacher,
Desarrollo de Software en Comunidad - Encuentro 1,Champions Program Event,,Latin America,Online,20/08/2025,2025,Course,20,Teacher,
Social Coworking and Office Hours - Research Software Engineering and R (rOpenSci),rOpenSci,,Global,Online,01/07/2025,2025,Coworking,40,Organizer,
rOpenSci Champions Program. A mentoring & training program for Scientific Open Source Champions,Champions Program Event,,Latin America,Online,18/06/2025,2025,Course,10,Teacher,
Kickoff meeting for Champions,Champions Program Event,,Latin America,Online,25/06/2025,2025,Coworking,15,Organizer,
Mi3rda git!,R-Ladies Santa Rosa,,Argentina,Online,24/06/2025,2025,Course,15,Organizer,
rOpenSci Champions Program. A mentoring & training program for Scientific Open Source Champions,Champions Program Event,,Latin America,Online,12/06/2025,2025,Course,10,Teacher,
Kickoff meeting for Champions,Champions Program Event,,Latin America,Online,03/07/2025,2025,Coworking,10,Organizer,
Reunión de Inicio Mentor(a|e)s - Opción 1,Champions Program Event,,Latin America,Online,27/05/2025,2025,Coworking,5,Organizer,
Reunión de Inicio Mentor(a|e)s - Opción 2,Champions Program Event,,Latin America,Online,28/05/2025,2025,Coworking,7,Organizer,
Reunión de Inicio Mentor(a|e)s - Opción 3,Champions Program Event,,Latin America,Online,30/05/2025,2025,Coworking,6,Organizer,
Introduccion a AgTech,UCES,,Argentina,Online,11/07-25/07,2024,Course,30,Teacher,
Training - Developing Software Together,rOpenSci Champions Program ,,Global,Online,23/07/2024,2024,Course,50,Teacher,
Last Cohort Meeting - rOpenSci Champions Program,rOpenSci Champions Program ,,Global,Online,13/12/2024,2024,Coworking,15,Organizer,
Gestión de Datos Masivos en el Agro,UCA,,Argentina,Online,3/10/2024,2024,Course,17,Teacher,
Ciencia de Datos en el Agro,UCES,,Argentina,Online,3/10-17/10,2024,Course,23,Teacher,
