Nombre,Institucion.Evento,Ciudad,Lugar,Formato,Fecha,anio,Tipo,Cantidad,Rol,Links,title_clean
Los datos lo cambian todo: Big Data- sensores remotos e inteligencia artificial.,Congreso Maizar 4.0,,Argentina,Online,30/06/2020,2020,Panel,1000,Speaker,,los datos lo cambian todo: big data- sensores remotos e inteligencia artificial.
Mujeres en STEAM. ¿Quién es Yanina Bellini Saibene?,Las de Sistemas,,Argentina,Online,26/06/2020,2020,Podcast,200,Speaker,,mujeres en steam. ¿quién es yanina bellini saibene?
Panel: Supporting Diversity in the R Community,useR! 2020,,Global,Online,17/07/2020,2020,Panel,100,Speaker,,panel: supporting diversity in the r community
Practicas efectivas para realizar eventos Online.,Comunidades de transferencia y extensión tecnológica en España.,,España,Online,07/09/2020,2020,Panel,25,Speaker,,practicas efectivas para realizar eventos online.
Predictive modeling with text using tidy data principles.,Tutorial useR! 2020-R-Ladies,,Global,Online,2020,2020,Course,80,Organizer,,predictive modeling with text using tidy data principles.
Presentación de la Plataforma de Asistencia Estadística de INTA.,INTA,,Argentina,Online,18/11/2020,2020,Panel,100,Organizer,,presentación de la plataforma de asistencia estadística de inta.
R-Ladies Global- a worldwide organisation to promote gender diversity in the R community,EGU General Assembly 2020 was held Online.,,Global,Online,08/05/2020,2020,Regular Talk,25,Speaker,,r-ladies global- a worldwide organisation to promote gender diversity in the r community
Radar Meteorológico: uso e interpretación de su información.,XVIII Reunión Argentina y IX Latinoamericana de Agrometeorología 2020,,Argentina,Online,23/11/2020,2020,Course,20,Teacher,,radar meteorológico: uso e interpretación de su información.
RStudio Certification Panel.,MiR Community- Saint Luis- USA.,,Global,Online,12/06/2020,2020,Panel,60,Speaker,,rstudio certification panel.
Segunda edición del curso de radar meteorológico.,Para personal de INTA y profesionales del sector agropecuario de la zona del CERBAN,,Argentina,Online,03/07/2020,2020,Course,18,Teacher,,segunda edición del curso de radar meteorológico.
Seminario online: Uso y análisis de imágenes satelitales en el Agro,Día Internacional de la Juventud. Capacitación a jóvenes rurales. INTA,,Argentina,Online,11/11/2020,2020,Course,40,Teacher,,seminario online: uso y análisis de imágenes satelitales en el agro
Text Mining o minería de textos.,Ciclo de capacitación del PE Prospectiva y Observatorios Tecnológico. INTA,,Argentina,Online,25/09/2020,2020,Invited Talk,60,Speaker,,text mining o minería de textos.
useR! 2020. The R Global Conference.,RFoundation,,Global,Online,2020,2020,Conference,2000,Organizer,,user! 2020. the r global conference.
Visualización,Diplomatura en Ciencia de Datos aplicadas a politicas públicas,UNAB,Argentina,Online,,2020,Course,25,Teacher,,visualización
Webinar: Procesando datos espaciales con R.,Desafios AgTech.,,Latin America,Online,3/11/2020,2020,Course,100,Teacher,,webinar: procesando datos espaciales con r.
Aplicaciones de Big Data en el Agro.,Universidad de la Empresa. Uruguay. Diplomatura en AgTech.,,Latin America,Online,9 y 10 de Octubre 2020.,2020,Course,20,Teacher,,aplicaciones de big data en el agro.
{agromet}: un paquete en R para el análisis de datos meteorológicos,Congreso Argentino de AgroInformática (JAIIO),,Latin America,Online,2021,2021,Regular Talk,200,Speaker,,{agromet}: un paquete en r para el análisis de datos meteorológicos
13vo Congreso Argentino de AgroInformática.,SADIO,,Latin America,Online,octubre de 2021,2021,Conference,1000,Chair,,13vo congreso argentino de agroinformática.
4 LatinR <- Conferencia Latinoamericana de R en Investigación y Desarrollo,R-Ladies- RConsortium- RFoundation,,Latin America,Online,,2021,Conference,1000,Chair,,4 latinr <- conferencia latinoamericana de r en investigación y desarrollo
50 Jornadas Argentinas de Informática.,SADIO – INTA,,Latin America,Online,,2021,Conference,1000,Chair,,50 jornadas argentinas de informática.
Agricultura inteligente.,NASA Harverst. Bolsa de Cereales de Buenos Aires.,,Latin America,Online,2021,2021,Invited Talk,400,Speaker,,agricultura inteligente.
Aplicaciones agropecuarias de la Ciencia de datos,Segundas Jornadas Regionales de Cienca de Datos,,Argentina,Online,29/09/2021,2021,Invited Talk,37,Speaker,,aplicaciones agropecuarias de la ciencia de datos
Aplicaciones de Ciencia de Datos en el sector agropecuario.,Ecuador. X Seminario Internacional de Estadística Aplicada.,,Ecuador,Online,2021,2021,Keynote,200,Speaker,,aplicaciones de ciencia de datos en el sector agropecuario.
Ciencia de Datos aplicada al Agro.,Seminario virtual de Estadística- Big Data y Data Science.,,Colombia,Online,13/12/2021,2021,Keynote,100,Speaker,,ciencia de datos aplicada al agro.
Ciencia de Datos aplicada al sector agropecuario. Seminario de aplicación al ámbito público.,Maestría en Ciencia de Datos. UdeSA.,,Argentina,Online,24/04/2021,2021,Invited Talk,37,Speaker,,ciencia de datos aplicada al sector agropecuario. seminario de aplicación al ámbito público.
Ciencia de datos en el sector agropecuario y desde el sector público.,Cadena de Datos.,,Argentina,Online,02/02/2021,2021,Podcast,2000,Speaker,,ciencia de datos en el sector agropecuario y desde el sector público.
Ciencia de Datos para Turismo con R - Centro,Ministerio de Turismo,,Argentina,Online,Noviembre,2021,Course,37,Teacher,,ciencia de datos para turismo con r - centro
Ciencia de Datos para Turismo con R - Norte,Ministerio de Turismo,,Argentina,Online,Diciembre,2021,Course,35,Teacher,,ciencia de datos para turismo con r - norte
Ciencia de Datos para Turismo con R - Patagonia,Ministerio de Turismo,,Argentina,Online,Octubre,2021,Course,28,Teacher,,ciencia de datos para turismo con r - patagonia
Clustering para determinar Sistemas Productivos Preponderantes,INTA,,Argentina,Online,2021,2021,Invited Talk,32,Speaker,,clustering para determinar sistemas productivos preponderantes
Como enseñar a programar Online.,INTA/MetaDocencia,,Argentina,Online,24/04/2021,2021,Course,20,Teacher,,como enseñar a programar online.
Como enseñar a programar.,Women in Bioinformatics and Data Science.,,Argentina,Online,22/03/2021,2021,Course,20,Teacher,,como enseñar a programar.
Como enseñar a programar.,MetaDocencia,,Argentina,Online,2021,2021,Course,17,Teacher,,como enseñar a programar.
From spreadsheets to R,Software Susteanability Institute/ RS Camp: Beyond the Spreadsheet,,UK,Online,09/11/2021,2021,Course,30,Teacher,,from spreadsheets to r
Datos Masivos en el sector Agropecuario,Diploma en nuevas tecnologías en el agro. Universidad de la Empresa (Uruguay),,Latin America,Online,junio 2021,2021,Course,15,Teacher,,datos masivos en el sector agropecuario
Datos Masivos en Politicas Publicas,Diplomatura en Ciencia de Datos aplicadas a politicas públicas,,Argentina,Online,,2021,Course,25,Teacher,,datos masivos en politicas publicas
Enseñando a enseñar tecnología sin perder a nadie en el camino.,50 JAIIO - Jornadas Argentinas de Informática e Investigación Operativa,,Latin America,Online,25/10/2021,2021,Keynote,120,Speaker,,enseñando a enseñar tecnología sin perder a nadie en el camino.
Facilitating discussions around Diversity- Equity and Inclusion.,Center for Scientific Collaboration and Community Engagement- USA.,,Global,Online,27/04/2021,2021,Panel,170,Speaker,,facilitating discussions around diversity- equity and inclusion.
Generando tutoriales interactivos con el paquete learnr.,RenBaires. MetaDocencia.,,Argentina,Online,08/05/2021,2021,Course,75,Teacher,,generando tutoriales interactivos con el paquete learnr.
Geotecnologías al servicio del agro.,Academia de Riego. Kilimo.,,Latin America,Online,11/02/2021,2021,Invited Talk,200,Speaker,,geotecnologías al servicio del agro.
Geotecnologías aplicadas al sector agropecuario.,Diplomatura en Data Analytics para el Agro. Universidad Austral.,,Latin America,Online,2021,2021,Invited Talk,56,Speaker,,geotecnologías aplicadas al sector agropecuario.
Gestión de Datos,UNAB. Licenciatura en Ciencia de Datos,,Argentina,Online,Marzo-Julio,2021,Course,30,Teacher,,gestión de datos
Instructor trainer (how to teach computing skill to scientists),The Carpentries.,,Global,Online,2021,2021,Course,26,Teacher,,instructor trainer (how to teach computing skill to scientists)
Intro al ABC para enseñar (y hacer otras cosas) online.,INTA/MetaDocencia,,Argentina,Online,2021,2021,Course,22,Teacher,,intro al abc para enseñar (y hacer otras cosas) online.
Introducción al ABC para enseñar Online,MetaDocencia,,Global,Online,2021,2021,Course,21,Teacher,,introducción al abc para enseñar online
Introducción al ABC para enseñar Online,MetaDocencia,,Global,Online,2021,2021,Course,15,Teacher,,introducción al abc para enseñar online
Introducción al ABC para enseñar Online,INTA/MetaDocencia,,Argentina,Online,2021,2021,Course,13,Teacher,,introducción al abc para enseñar online
Introducción a la programación con R,Diploma de datos. Fundación Libertad. Rosario,,Latin America,Online,Marzo-Abril 2021,2021,Course,21,Teacher,,introducción a la programación con r
Introducción al ABC para enseñar (y hacer otras cosas) Online,SADIO,,Argentina,Online,octubre 2021,2021,Course,16,Teacher,,introducción al abc para enseñar (y hacer otras cosas) online
Introducción al ABC para enseñar (y hacer otras cosas) Online,INTA/MetaDocencia,,Argentina,Online,31/03/2021,2021,Course,20,Teacher,,introducción al abc para enseñar (y hacer otras cosas) online
Introducción al ABC para enseñar (y hacer otras cosas) Online.,MetaDocencia/INTA,,Argentina,Online,2021,2021,Course,18,Teacher,,introducción al abc para enseñar (y hacer otras cosas) online.
Introducción al ABC para enseñar (y hacer otras cosas) Online.,MetaDocencia,,Global,Online,20/03/2021,2021,Course,25,Teacher,,introducción al abc para enseñar (y hacer otras cosas) online.
Los datos en el Agro,AgroEvolución,,Latin America,Online,2021,2021,Podcast,3000,Speaker,,los datos en el agro
Los Datos en el Agro. Master Class.,FieldView,,Latin America,Online,2021,2021,Invited Talk,200,Speaker,,los datos en el agro. master class.
MetaDocencia: Teaching How to Teach Technology together.,XI Congreso Argentino de Bioinformática y Biología Computacional 2021,,Argentina,Online,11/11/2021,2021,Regular Talk,100,Speaker,,metadocencia: teaching how to teach technology together.
Missing narratives in discussions around diversity and inclusion in research software engineering. Panel discusión.,SeptembRSE. Conference- on Research Software Engineering,,USA,Online,28/09/2021,2021,Panel,80,Speaker,,missing narratives in discussions around diversity and inclusion in research software engineering. panel discusión.
On programming- teaching- and building tutorials with learnr.,RStudioConf.,,Global,Online,21/11/2021,2021,Regular Talk,15000,Speaker,,on programming- teaching- and building tutorials with learnr.
Panel Building RSE Communities Worldwide. RSE in Latin America and Argentina.,Research Software Engineers in HPC (RSE-HPC-2021),,USA,Online,15/11/2021,2021,Panel,80,Speaker,,panel building rse communities worldwide. rse in latin america and argentina.
Panel discussion: Do we have the right tools for research?,Research Software Camp: Beyond the Spreadsheet- organised by the Software Sustainability Institute.,,UK,Online,5/11/2021,2021,Panel,40,Speaker,,panel discussion: do we have the right tools for research?
Panel R-Ladies. Building- Growing- and Sustaining a Community.,Women in Statistics and Data Science conference,,USA,Online,07/10/2021,2021,Panel,70,Speaker,,panel r-ladies. building- growing- and sustaining a community.
Presentación REC 028- Red de Modelado de Agroecosistemas.,INTA,,Argentina,Online,2021,2021,Invited Talk,23,Speaker,,presentación rec 028- red de modelado de agroecosistemas.
Presentando useR! 2021.,Reunión internacional en conjunto con R-Ladies.,,Global,Online,28/04/2021,2021,Panel,70,Organizer,,presentando user! 2021.
Sororidad- comunidades y el empoderamiento de las Mujeres en la Ciencia,Encuentro Internacional de Mujeres y Niñas en las Ciencias. Logros y desafios de la contemporaniedad. Soy Mujer y hago Ciencia.,,Ecuador,Online,2021,2021,Panel,80,Speaker,,sororidad- comunidades y el empoderamiento de las mujeres en la ciencia
Tecnologías de TI para el Agro.,UPRA. Colombia.,,Colombia,Online,2021,2021,Panel,100,Speaker,,tecnologías de ti para el agro.
Tracking Impact and Measuring Success in Data Education Events.,csv-conf-v6.,,Global,Online,2021,2021,Panel,85,Organizer,,tracking impact and measuring success in data education events.
Un conjunto de paquetes para generar tutoriales interactivos para enseñar R,LatinR 2021 <- Conferencia Latinoamericana sobre Uso de R en Investigación + Desarrollo,,Latin America,Online,12/11/2021,2021,Regular Talk,1000,Speaker,,un conjunto de paquetes para generar tutoriales interactivos para enseñar r
useR! 2021. The R Global Conference.,ETH. RFoundation,,Global,Online,,2021,Conference,2000,Chair,,user! 2021. the r global conference.
Usos de la ciencia de datos en el sector agropecuario,Women in Data Science La Paz 2021,,Bolivia,Online,2021,2021,Invited Talk,54,Speaker,,usos de la ciencia de datos en el sector agropecuario
Visualización,Diploma de datos. Fundación Libertad. Rosario,,Latin America,Online,Octubre-Noviembre 2021,2021,Course,21,Teacher,,visualización
Visualización,Diplomatura en Ciencia de Datos aplicadas a politicas públicas,,Argentina,Online,,2021,Course,25,Teacher,,visualización
Visualization,UNAB. Licenciatura en Ciencia de Datos,,Argentina,Online,Agosto-Diciembre,2021,Course,30,Teacher,,visualization
Webinar: “La Ciencia de Datos al servicio del sector agropecuario“.,Universidad Autral.,,Latin America,Online,18/03/2021,2021,Invited Talk,80,Speaker,,webinar: “la ciencia de datos al servicio del sector agropecuario“.
What they forgot to teach you about teaching R..,RStudioConf 2021,,Global,Online,25 y 26 de Enero 2021,2021,Course,60,Teacher Assistant,,what they forgot to teach you about teaching r..
Presentación REC 028- Red de Modelado de Agroecosistemas.,Seminario REC 029.,,Argentina,Online,29/04/2021,2021,Invited Talk,35,Speaker,,presentación rec 028- red de modelado de agroecosistemas.
10 reglas para organizar un Club de Lectura (Online) exitoso,LatinR 2022,,Latin America,Online,14/10/2022,2022,Lightning talk,900,Speaker,,10 reglas para organizar un club de lectura (online) exitoso
14vo Congreso Argentino de AgroInformática.,INTA-SADIO.,,Latin America,Online,,2022,Conference,250,Organizer,,14vo congreso argentino de agroinformática.
5 LatinR <- Conferencia Latinoamericana de R en Investigación y Desarrollo,R-Ladies- RConsortium- RFoundation,,Latin America,Online,,2022,Conference,900,Chair,,5 latinr <- conferencia latinoamericana de r en investigación y desarrollo
Agricultura inteligente,Diplomatura en AgroAnalytics. Universidad Austral de Rosario,Rosario,Latin America,Online,15/10/2022,2022,Course,40,Teacher,,agricultura inteligente
Appsilon Shiny Conference,AppSilon,,Global,Online,27-29 April 2022,2022,Conference,350,Organizer,,appsilon shiny conference
Building inclusive communities. The Latin American Experience. (Panel),AsiaR,,Asia,Online,19/02/2022,2022,Panel,30,Speaker,,building inclusive communities. the latin american experience. (panel)
Champions Program,rOpenSci Co-working Sessions,,Global,Online,1/11/2022,2022,Lightning talk,15,Organizer,,champions program
"Club de Lectura ""Enseñando Tecnología en Comunidad"". Arquitectura cognitiva. Aprendizaje Individual",MetaDocencia,,Latin America,Online,29/03/2022,2022,Book Club,30,Organizer,,"club de lectura ""enseñando tecnología en comunidad"". arquitectura cognitiva. aprendizaje individual"
"Club de Lectura ""Enseñando Tecnología en Comunidad"". Conocimiento de la pedagogía del contenido. Enseñar como un arte performativo",MetaDocencia,,Latin America,Online,05/04/2022,2022,Book Club,30,Organizer,,"club de lectura ""enseñando tecnología en comunidad"". conocimiento de la pedagogía del contenido. enseñar como un arte performativo"
"Club de Lectura ""Enseñando Tecnología en Comunidad"". Construyendo una comunidad de práctica. Difusión y vinculación. Reuniones reuniones reuniones",MetaDocencia,,Latin America,Online,26/04/2022,2022,Book Club,30,Organizer,,"club de lectura ""enseñando tecnología en comunidad"". construyendo una comunidad de práctica. difusión y vinculación. reuniones reuniones reuniones"
"Club de Lectura ""Enseñando Tecnología en Comunidad"". En el salón de clase. Enseñar en línea",MetaDocencia,,Latin America,Online,19/04/2022,2022,Book Club,30,Organizer,,"club de lectura ""enseñando tecnología en comunidad"". en el salón de clase. enseñar en línea"
"Club de Lectura ""Enseñando Tecnología en Comunidad"". Las Reglas. Introducción. ¿Por qué enseño?",MetaDocencia,,Latin America,Online,03/05/2022,2022,Book Club,30,Organizer,,"club de lectura ""enseñando tecnología en comunidad"". las reglas. introducción. ¿por qué enseño?"
"Club de Lectura ""Enseñando Tecnología en Comunidad"". Modelos mentales y evaluación formativa. Tipos de Ejercicios",MetaDocencia,,Latin America,Online,15/03/2022,2022,Book Club,30,Organizer,,"club de lectura ""enseñando tecnología en comunidad"". modelos mentales y evaluación formativa. tipos de ejercicios"
"Club de Lectura ""Enseñando Tecnología en Comunidad"". Pericia y memoria. Ejemplos de mapas conceptuales",MetaDocencia,,Latin America,Online,22/03/2022,2022,Book Club,30,Organizer,,"club de lectura ""enseñando tecnología en comunidad"". pericia y memoria. ejemplos de mapas conceptuales"
"Club de Lectura ""Enseñando Tecnología en Comunidad"". Un proceso para diseñar lecciones. Motivación y desmotivación",MetaDocencia,,Latin America,Online,12/04/2022,2022,Book Club,30,Organizer,,"club de lectura ""enseñando tecnología en comunidad"". un proceso para diseñar lecciones. motivación y desmotivación"
Collaborative translations,CarpentryCon 2022,,Global,Online,09/08/2022,2022,Panel,32,Speaker,,collaborative translations
Como Carpentries me ayudó a diseñar una lección online para 300 estudiantes | How The Carpentries helped me design an online lesson for 300 students,CarpentryCon 2022,,Global,Online,31/07/2022,2022,Lightning talk,67,Speaker,,como carpentries me ayudó a diseñar una lección online para 300 estudiantes | how the carpentries helped me design an online lesson for 300 students
Cómo ganarse la vida enseñando R,LatinR 2022,,Latin America,Online,14/10/2022,2022,Regular Talk,900,Speaker,,cómo ganarse la vida enseñando r
Comunidades de práctica. Desarrollando capacidades en ciencia de datos en América Latina,Women in Data Science La Plata 2022,La Plata,Argentina,Online,10/06/2022,2022,Keynote,100,Speaker,,comunidades de práctica. desarrollando capacidades en ciencia de datos en américa latina
Creando y usando tutoriales interactivos con {learnr},SER - International Seminar on Statistics with R,,Brasil,Online,25/05/2022,2022,Keynote,200,Speaker,,creando y usando tutoriales interactivos con {learnr}
Creating fulfilling volunteer opportunities in open source software communities,CSCCE Community Call,,Global,Online,16/11/2022,2022,Panel,40,Speaker,,creating fulfilling volunteer opportunities in open source software communities
Creating interactive tutorials using {learnr} and {gradethis},The R User Group at the Harvard Data Science Initiative,,USA,Online,19/05/2022,2022,Invited Talk,25,Speaker,,creating interactive tutorials using {learnr} and {gradethis}
Data Science: aprendiendo a agregar valor a los datos,Diplomatura en AgroAnalytics.,,Latin America,Online,20/10/2022,2022,Course,25,Teacher,,data science: aprendiendo a agregar valor a los datos
Datos Masivos en el sector Agropecuario,Diploma en nuevas tecnologías en el agro,Montevideo,Uruguay,Online,11 y 11 de Junio de 2022,2022,Course,12,Teacher,,datos masivos en el sector agropecuario
Datos Masivos en Politicas Publicas,Diplomatura en Ciencia de Datos aplicadas a politicas públicas,Buenos Aires,Argentina,Online,,2022,Course,25,Teacher,,datos masivos en politicas publicas
Datos y digitalización del sector agropecuario.,DataLatam,,Latin America,Online,20/02/2022,2022,Podcast,1000,Speaker,,datos y digitalización del sector agropecuario.
Desde hojas de cálculo a R,Software Sustenaibility Institute,,Global,Online,17/05/2022,2022,Course,30,Teacher,,desde hojas de cálculo a r
From Excel to R,R-Ladies Gaborone,,Botsuana,Online,13/08/2022,2022,Invited Talk,50,Speaker,,from excel to r
Gaps & Opportunities for Inclusive Multilingual Data Science. (Panel),The Turing Way /The Turing Institute,,Global,Online,11/02/2022,2022,Panel,60,Speaker,,gaps & opportunities for inclusive multilingual data science. (panel)
Generando Tutoriales interactivos usando {learnr} y {gradethis},R-Ladies Buenos Aires y MetaDocencia,,Argentina,Online,11/05/2022,2022,Course,8,Teacher,,generando tutoriales interactivos usando {learnr} y {gradethis}
Generando Tutoriales interactivos usando {learnr} y {gradethis},R-Ladies Santa Rosa-R-Ladies Resistencia-Corrientes y MetaDocencia,,Argentina,Online,23/04/2022,2022,Course,8,Teacher,,generando tutoriales interactivos usando {learnr} y {gradethis}
Geotecnologías BigData Aprendizaje automático y emergencias agropecuarias,Seminario de Aplicación al Ambito público - Maestría en Ciencia de Datos - Univ. de San Andrés,,Argentina,Online,06/07/2022,2022,Invited Talk,23,Speaker,,geotecnologías bigdata aprendizaje automático y emergencias agropecuarias
Gestión de Datos,UNAB. Licenciatura en Ciencia de Datos,,Argentina,Online,Agosto-Diciembre,2022,Course,30,Teacher,,gestión de datos
I’ve got a little black Notebook with my code in | Tengo una pequeña notebook negra con mi código en ella,Notebook Now!,,Global,Hybrid,03/11/2022,2022,Keynote,50,Speaker,,i’ve got a little black notebook with my code in | tengo una pequeña notebook negra con mi código en ella
Instructor trainer (how to teach computing skill to scientists),The Carpentries,,Latin America,Online,10-12-17-19 y 26/05/2022,2022,Course,18,Teacher,,instructor trainer (how to teach computing skill to scientists)
Internal R packages for Open Science in Agrometeorology,FOSDEM'22,,Global,Online,05/02/2022,2022,Regular Talk,30,Speaker,,internal r packages for open science in agrometeorology
Intro al sensoramiento Remoto utilizando R aplicado al agro,Bolsa de Cereales de Buenos Aires. Universidad de Maryland,,Argentina,Online,12/09/2022,2022,Course,45,Teacher,,intro al sensoramiento remoto utilizando r aplicado al agro
Intro to {learnr} R package,R-Ladies,,Southafrica,Online,29/03/2022,2022,Course,27,Teacher,,intro to {learnr} r package
Introducción a la programación con R,Bolsa de Cereales de Buenos Aires,Buenos Aires,Argentina,Online,5-12-19-26/04 y 03-10/05/2022,2022,Course,18,Teacher,,introducción a la programación con r
Introducción al análisis de datos con lenguaje R.,Bolsa de Cereales de Bahía Blanca,Bahia Blanca,Argentina,Online,Mayo-Junio 2022,2022,Course,21,Teacher,,introducción al análisis de datos con lenguaje r.
Lo que todo el mundo en Ciencia de Datos debe saber sobre enseñar y aprender,Women In Data Science 2022 – Buenos Aires /FIUBA,,Argentina,Online,12/05/2022,2022,Invited Talk,80,Speaker,,lo que todo el mundo en ciencia de datos debe saber sobre enseñar y aprender
Logrando el cambio que queremos de a una conferencia a la vez | Achieving the change we want one conference at a time,CarpentryCon 2022,,Global,Online,01/08/2022,2022,Keynote,100,Speaker,,logrando el cambio que queremos de a una conferencia a la vez | achieving the change we want one conference at a time
Mentoring & training program for Scientific Open Source Champions,rOpenSci Community Calls,,Global,Online,24/10/2022,2022,Community Call,30,Speaker,,mentoring & training program for scientific open source champions
Panel de GitHub Stars de habla hispana,Octogatos 2022,,Global,Online,15/09/2022,2022,Panel,1000,Speaker,,panel de github stars de habla hispana
rOpenSci: infraestructura para una ciencia abierta en Agrometeorología,Reunión Argentina de Agrometerología 2022,,Latin America,Online,30/09/2022,2022,Keynote,500,Speaker,,ropensci: infraestructura para una ciencia abierta en agrometeorología
rOpenSci. Bringing the best parts of academic peer-review to research software,Notebook Now!,,Global,Hybrid,04/11/2022,2022,Invited Talk,50,Speaker,,ropensci. bringing the best parts of academic peer-review to research software
rOpenSci. Ciencia abierta reproducible,Seminarios INTA-PAE,,Argentina,Online,02/12/2022,2022,Invited Talk,23,Speaker,,ropensci. ciencia abierta reproducible
rOpenSci. Open Source Software Community,Abuja RUG Meetup,,Africa,Online,18/10/2022,2022,Invited Talk,34,Speaker,,ropensci. open source software community
rOpenSci.Convertite en una campeona del desarrollo de paquetes de R,RenBaires Meetup,,Latin America,Online,09/08/2022,2022,Invited Talk,25,Speaker,,ropensci.convertite en una campeona del desarrollo de paquetes de r
Sistema de consulta de datos e información agrometeorológica y agroclimática para la provincia de La Pampa,LatinR 2022,,Latin America,Online,13/10/2022,2022,Regular Talk,900,Speaker,,sistema de consulta de datos e información agrometeorológica y agroclimática para la provincia de la pampa
Teaching with R,rOpenSci Co-working Sessions,,Global,Online,septiembre 2022,2022,Lightning talk,15,Organizer,,teaching with r
Towards More Equitable Open Science Events: Assessing Tools Techniques and Frameworks for Inclusion/Exclusions,Event Fund Seminar Series for grantees and CS&S affiliates,,Global,Online,09/08/2022,2022,Invited Talk,23,Speaker,https://yabellini.netlify.app/talk/2022_css/,towards more equitable open science events: assessing tools techniques and frameworks for inclusion/exclusions
Un palenque pa ́l granizo: una arquitectura flexible para manejo de grandes volúmenes de datos para el agro.,AGRANDA 2022,,Latin America,Online,25/10/2022,2022,Keynote,100,Speaker,,un palenque pa ́l granizo: una arquitectura flexible para manejo de grandes volúmenes de datos para el agro.
useR! 2022. The R Global Conference.,RFoundation/( Vanderbilt University),,Global,Online,julio 2022,2022,Conference,1500,Organizer,,user! 2022. the r global conference.
Visualización,Diplomatura en Ciencia de Datos aplicadas a politicas públicas,,Argentina,Online,,2022,Course,25,Teacher,,visualización
Visualization,UNAB. Licenciatura en Ciencia de Datos,,Argentina,Online,Marzo-Julio,2022,Course,30,Teacher,,visualization
What Everyone In Data Science Should Know About Teaching And Learning,16th Brazilian Meeting of Bayesian Statistics and VI Latin American Conference on Statistical Computing,,Brasil,Online,16/03/2022,2022,Keynote,100,Speaker,,what everyone in data science should know about teaching and learning
rOpenSci. Ciencia abierta reproducible,INTA,,Argentina,Online,02/12/2022,2022,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/ropensci_pae_inta_2022/,ropensci. ciencia abierta reproducible
Diplomatura en AgroAnalytics. Agricultura inteligente,,,Argentina,Online,15/10/2022,2022,Course,65,Teacher,https://yabellini.netlify.app/talk/austral_agroanalitycs_2022/,diplomatura en agroanalytics. agricultura inteligente
Community Call: mentoring & training program for scientific open source champions,rOpenSci,,Global,Online,24/10/2022,2022,Community Call,50,Speaker,,community call: mentoring & training program for scientific open source champions
Champions Program application clinic - coworking session,rOpenSci,,Global,Online,01/11/2022,2022,Coworking,20,Speaker,,champions program application clinic - coworking session
"Dinosaurs, Pirates, Spaceships",Embedded podcast,,USA,Online,30/11/2023,2023,Podcast,1000,Speaker,https://yabellini.netlify.app/talk/2023_embedded_podcast/,"dinosaurs, pirates, spaceships"
rOpenSci. Ciencia abierta con R,R Day Colombia,,Colombia,Hybrid,23/11/2023,2023,Keynote,150,Speaker,https://yabellini.netlify.app/talk/2023_rday_colombia/,ropensci. ciencia abierta con r
Celebración del 25 Aniversario,The Carpentries 25 aniversario,,Latin America,Online,30/10/2023,2023,Panel,100,Speaker,https://yabellini.netlify.app/talk/2023-10-30-thecarpentries25/,celebración del 25 aniversario
Charla Sponsor: R Consortium,LatinR 2023,Montevideo,Uruguay,In person,20/10/2023,2023,Sponsor Talk,300,Speaker,https://yabellini.netlify.app/talk/2023_latinr_rconsortium/,charla sponsor: r consortium
Análisis de colaboración en comunidades por medio de analisis de redes sociales,LatinR 2023,Montevideo,Uruguay,In person,19/10/2023,2023,Regular Talk,300,Speaker,,análisis de colaboración en comunidades por medio de analisis de redes sociales
6 LatinR 2023 <- Conferencia Latinoamericana de R en Investigación y Desarrollo,LatinR 2023,Montevideo,Uruguay,In person,19/10/2023,2023,Conference,300,Chair,,6 latinr 2023 <- conferencia latinoamericana de r en investigación y desarrollo
rOpenSci. Ciencia Abierta Reproducible por y para todes,4to encuentro anual de R Ladies México,Mexico,Latin America,Online,23/09/2023,2023,Invited Talk,70,Speaker,https://yabellini.netlify.app/talk/2023_r-ladiesmexico/,ropensci. ciencia abierta reproducible por y para todes
Organizing Community Calls using GitHub,CSCCE Open-Source Tools Trial Recap,,Global,Online,30/08/2023,2023,Invited Talk,80,Speaker,https://yabellini.netlify.app/talk/2023_github_cscce/,organizing community calls using github
Campeonas del software libre para ciencia,R-Ladies Santa Rosa y Buenos Aires,,Argentina,Online,08/08/2023,2023,Invited Talk,15,Speaker,,campeonas del software libre para ciencia
Let’s Talk Community with Yanina Belline Saibene,Data Umbrella,,Global,Online,04/08/2023,2023,Podcast,83,Speaker,https://yabellini.netlify.app/talk/2023_dataumbrella/,let’s talk community with yanina belline saibene
Building the rOpenSci Community of Practice,Tampa Bay Estuary Program,,USA,Online,02/08/2023,2023,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/2023_tbep/,building the ropensci community of practice
Programming for Science,OLS-7,,Global,Online,10/05/2023,2023,Invited Talk,30,Speaker,https://yabellini.netlify.app/talk/2023_ols/,programming for science
"Charla abierta con Thomas Dohmke, CEO de GitHub",Microsoft Argentina,Buenos Aires,Argentina,In person,08/05/2023,2023,Panel,400,Speaker,https://yabellini.netlify.app/talk/2023_github/,"charla abierta con thomas dohmke, ceo de github"
Tell me who you hang out with and I’ll tell you who you are: a collaborative analysis using social network analysis.,"CSV, Conf",Buenos Aires,Argentina,In person,20/04/2023,2023,Regular Talk,200,Speaker,https://yabellini.netlify.app/talk/2023_csv_conf/,tell me who you hang out with and i’ll tell you who you are: a collaborative analysis using social network analysis.
